AREA_NAME,YEAR,CATEGORY,AUTO_THEFT_COORDINATED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
ASSAM,2014, CYCLES/ SCOOTERS,26,126,458
BIHAR,2014, CYCLES/ SCOOTERS,5,324,3575
CHANDIGARH,2014, CYCLES/ SCOOTERS,0,178,536
CHHATTISGARH,2014, CYCLES/ SCOOTERS,0,508,1848
DADRA & NAGAR HAVELI,2014, CYCLES/ SCOOTERS,0,8,23
DAMAN & DIU,2014, CYCLES/ SCOOTERS,0,9,25
DELHI,2014, CYCLES/ SCOOTERS,58,1225,9085
GOA,2014, CYCLES/ SCOOTERS,7,125,337
GUJARAT,2014, CYCLES/ SCOOTERS,724,2122,8403
HARYANA,2014, CYCLES/ SCOOTERS,513,2248,8687
HIMACHAL PRADESH,2014, CYCLES/ SCOOTERS,0,48,137
JAMMU & KASHMIR,2014, CYCLES/ SCOOTERS,5,94,510
JHARKHAND,2014, CYCLES/ SCOOTERS,27,373,2268
KARNATAKA,2014, CYCLES/ SCOOTERS,263,2732,9001
KERALA,2014, CYCLES/ SCOOTERS,2,495,1142
MADHYA PRADESH,2014, CYCLES/ SCOOTERS,196,2339,10870
MAHARASHTRA,2014, CYCLES/ SCOOTERS,932,3791,15126
MANIPUR,2014, CYCLES/ SCOOTERS,12,12,236
MEGHALAYA,2014, CYCLES/ SCOOTERS,0,21,99
MIZORAM,2014, CYCLES/ SCOOTERS,30,30,38
NAGALAND,2014, CYCLES/ SCOOTERS,0,12,140
ODISHA,2014, CYCLES/ SCOOTERS,4,673,2250
PUDUCHERRY,2014, CYCLES/ SCOOTERS,156,156,371
PUNJAB,2014, CYCLES/ SCOOTERS,390,812,1572
RAJASTHAN,2014, CYCLES/ SCOOTERS,791,1715,11199
SIKKIM,2014, CYCLES/ SCOOTERS,0,4,6
TAMIL NADU,2014, CYCLES/ SCOOTERS,2368,3234,4791
TRIPURA,2014, CYCLES/ SCOOTERS,0,21,43
UTTAR PRADESH,2014, CYCLES/ SCOOTERS,394,1921,13168
UTTARAKHAND,2014, CYCLES/ SCOOTERS,0,203,727
WEST BENGAL,2014, CYCLES/ SCOOTERS,41,491,3539
ANDHRA PRADESH,2014, CAR/TAXI/JEEP,203,530,602
ARUNACHAL PRADESH,2014, CAR/TAXI/JEEP,0,2,5
ASSAM,2014, CAR/TAXI/JEEP,7,32,103
BIHAR,2014, CAR/TAXI/JEEP,0,45,360
CHANDIGARH,2014, CAR/TAXI/JEEP,0,75,355
CHHATTISGARH,2014, CAR/TAXI/JEEP,0,52,152
DADRA & NAGAR HAVELI,2014, CAR/TAXI/JEEP,0,1,6
DAMAN & DIU,2014, CAR/TAXI/JEEP,0,1,2
DELHI,2014, CAR/TAXI/JEEP,24,594,5281
GOA,2014, CAR/TAXI/JEEP,3,9,20
GUJARAT,2014, CAR/TAXI/JEEP,58,170,843
HARYANA,2014, CAR/TAXI/JEEP,61,499,1918
HIMACHAL PRADESH,2014, CAR/TAXI/JEEP,0,61,161
JAMMU & KASHMIR,2014, CAR/TAXI/JEEP,5,93,334
JHARKHAND,2014, CAR/TAXI/JEEP,3,54,368
KARNATAKA,2014, CAR/TAXI/JEEP,45,442,1087
KERALA,2014, CAR/TAXI/JEEP,1,56,180
MADHYA PRADESH,2014, CAR/TAXI/JEEP,46,299,780
MAHARASHTRA,2014, CAR/TAXI/JEEP,238,571,2612
MANIPUR,2014, CAR/TAXI/JEEP,4,4,47
MEGHALAYA,2014, CAR/TAXI/JEEP,0,19,43
MIZORAM,2014, CAR/TAXI/JEEP,13,13,18
NAGALAND,2014, CAR/TAXI/JEEP,2,12,81
ODISHA,2014, CAR/TAXI/JEEP,0,82,181
PUDUCHERRY,2014, CAR/TAXI/JEEP,4,4,12
PUNJAB,2014, CAR/TAXI/JEEP,92,315,943
RAJASTHAN,2014, CAR/TAXI/JEEP,189,256,1491
SIKKIM,2014, CAR/TAXI/JEEP,0,2,2
TAMIL NADU,2014, CAR/TAXI/JEEP,119,185,265
TRIPURA,2014, CAR/TAXI/JEEP,0,2,2
UTTAR PRADESH,2014, CAR/TAXI/JEEP,65,374,3046
UTTARAKHAND,2014, CAR/TAXI/JEEP,0,26,96
WEST BENGAL,2014, CAR/TAXI/JEEP,4,89,401
ANDHRA PRADESH,2014,BUSES,6,49,65
ARUNACHAL PRADESH,2014,BUSES,0,0,0
ASSAM,2014,BUSES,0,2,2
CHANDIGARH,2014,BUSES,0,0,0
CHHATTISGARH,2014,BUSES,0,0,0
DELHI,2014,BUSES,0,1,6
GUJARAT,2014,BUSES,0,0,1
HARYANA,2014,BUSES,1,3,9
HIMACHAL PRADESH,2014,BUSES,0,0,0
JAMMU & KASHMIR,2014,BUSES,0,4,5
JHARKHAND,2014,BUSES,0,0,0
KARNATAKA,2014,BUSES,0,1,1
KERALA,2014,BUSES,0,0,0
MAHARASHTRA,2014,BUSES,3,6,11
MANIPUR,2014,BUSES,0,0,0
MEGHALAYA,2014,BUSES,0,0,0
MIZORAM,2014,BUSES,0,0,0
NAGALAND,2014,BUSES,0,0,0
ODISHA,2014,BUSES,0,1,0
PUNJAB,2014,BUSES,1,6,8
RAJASTHAN,2014,BUSES,1,9,26
TAMIL NADU,2014,BUSES,1,1,1
UTTAR PRADESH,2014,BUSES,0,5,10
UTTARAKHAND,2014,BUSES,0,1,1
WEST BENGAL,2014,BUSES,0,1,1
ANDHRA PRADESH,2014,TRUCKS/TEMPO ,1,14,15
ARUNACHAL PRADESH,2014,TRUCKS/TEMPO ,0,0,0
ASSAM,2014,TRUCKS/TEMPO ,3,3,11
BIHAR,2014,TRUCKS/TEMPO ,0,11,27
CHANDIGARH,2014,TRUCKS/TEMPO ,0,3,7
CHHATTISGARH,2014,TRUCKS/TEMPO ,0,0,0
DADRA & NAGAR HAVELI,2014,TRUCKS/TEMPO ,0,1,5
DAMAN & DIU,2014,TRUCKS/TEMPO ,0,1,1
DELHI,2014,TRUCKS/TEMPO ,1,40,201
GOA,2014,TRUCKS/TEMPO ,0,7,14
GUJARAT,2014,TRUCKS/TEMPO ,22,28,121
HARYANA,2014,TRUCKS/TEMPO ,33,144,349
HIMACHAL PRADESH,2014,TRUCKS/TEMPO ,0,0,0
JAMMU & KASHMIR,2014,TRUCKS/TEMPO ,0,22,45
JHARKHAND,2014,TRUCKS/TEMPO ,0,0,0
KARNATAKA,2014,TRUCKS/TEMPO ,3,22,47
KERALA,2014,TRUCKS/TEMPO ,1,23,62
MAHARASHTRA,2014,TRUCKS/TEMPO ,42,160,595
MANIPUR,2014,TRUCKS/TEMPO ,0,0,0
MEGHALAYA,2014,TRUCKS/TEMPO ,0,1,2
MIZORAM,2014,TRUCKS/TEMPO ,0,0,0
NAGALAND,2014,TRUCKS/TEMPO ,0,4,5
ODISHA,2014,TRUCKS/TEMPO ,0,8,48
PUNJAB,2014,TRUCKS/TEMPO ,20,49,103
RAJASTHAN,2014,TRUCKS/TEMPO ,19,71,224
TAMIL NADU,2014,TRUCKS/TEMPO ,21,29,34
TRIPURA,2014,TRUCKS/TEMPO ,0,1,2
UTTAR PRADESH,2014,TRUCKS/TEMPO ,17,50,161
UTTARAKHAND,2014,TRUCKS/TEMPO ,0,10,17
WEST BENGAL,2014,TRUCKS/TEMPO ,1,12,56
ANDAMAN & NICOBAR ISLANDS,2014,OTHER  VEHICLES,0,0,1
ANDHRA PRADESH,2014,OTHER  VEHICLES,34,562,624
ARUNACHAL PRADESH,2014,OTHER  VEHICLES,0,0,1
ASSAM,2014,OTHER  VEHICLES,5,3,26
BIHAR,2014,OTHER  VEHICLES,0,20,309
CHANDIGARH,2014,OTHER  VEHICLES,0,0,0
CHHATTISGARH,2014,OTHER  VEHICLES,0,43,139
DELHI,2014,OTHER  VEHICLES,2,64,458
GOA,2014,OTHER  VEHICLES,0,1,1
GUJARAT,2014,OTHER  VEHICLES,11,123,461
HARYANA,2014,OTHER  VEHICLES,45,160,435
HIMACHAL PRADESH,2014,OTHER  VEHICLES,0,17,36
JAMMU & KASHMIR,2014,OTHER  VEHICLES,4,27,74
JHARKHAND,2014,OTHER  VEHICLES,0,13,48
KARNATAKA,2014,OTHER  VEHICLES,6,177,503
KERALA,2014,OTHER  VEHICLES,0,52,94
MADHYA PRADESH,2014,OTHER  VEHICLES,17,139,410
MAHARASHTRA,2014,OTHER  VEHICLES,51,113,261
MANIPUR,2014,OTHER  VEHICLES,2,2,3
MEGHALAYA,2014,OTHER  VEHICLES,0,1,8
MIZORAM,2014,OTHER  VEHICLES,9,9,13
NAGALAND,2014,OTHER  VEHICLES,0,6,51
ODISHA,2014,OTHER  VEHICLES,0,45,148
PUDUCHERRY,2014,OTHER  VEHICLES,1,1,1
PUNJAB,2014,OTHER  VEHICLES,26,88,87
RAJASTHAN,2014,OTHER  VEHICLES,37,128,169
TAMIL NADU,2014,OTHER  VEHICLES,54,92,114
TRIPURA,2014,OTHER  VEHICLES,0,2,3
UTTAR PRADESH,2014,OTHER  VEHICLES,29,84,320
UTTARAKHAND,2014,OTHER  VEHICLES,0,4,12
WEST BENGAL,2014,OTHER  VEHICLES,1,48,308
