AREA_NAME,YEAR,CATEGORY,POLICE_INJURED_BY_CRIMINALS,POLICE_INJURED_BY_RIOTOUS_MOBS,POLICE_INJURED_IN_ACCIDENTS,POLICE_INJURED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_INJURED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_INJURED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_INJURED,POLICE_KILLED_BY_CRIMINALS,POLICE_KILLED_BY_RIOTOUS_MOBS,POLICE_KILLED_IN_ACCIDENTS,POLICE_KILLED_IN_DACOITY_OPERATIONSOTHER_RAIDS,POLICE_KILLED_IN_TERRORISTSEXTREMISTS_OPERATIONS,POLICE_KILLED_ON_BORDER_DUTIES,TOTAL_POLICEMEN_KILLED
ODISHA,2003, CONSTABLES,18,2,10,5,2,0,37,1,0,8,0,4,0,13
PUDUCHERRY,2003, CONSTABLES,2,1,0,0,0,0,3,0,0,0,0,0,0,0
PUNJAB,2003, CONSTABLES,2,0,15,0,0,0,17,5,0,59,0,0,0,64
RAJASTHAN,2003, CONSTABLES,11,18,18,2,0,0,49,6,0,26,0,0,0,32
SIKKIM,2003, CONSTABLES,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TAMIL NADU,2003, CONSTABLES,0,8,35,0,0,0,43,0,0,7,0,0,0,7
TRIPURA,2003, CONSTABLES,0,0,0,0,40,0,40,0,0,0,0,32,0,32
UTTAR PRADESH,2003, CONSTABLES,33,25,28,8,1,0,95,5,3,58,6,0,8,80
UTTARAKHAND,2003, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003, CONSTABLES,5,88,46,15,9,0,163,1,0,9,0,0,0,10
ANDAMAN & NICOBAR ISLANDS,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003, HEAD CONSTABLES,0,7,11,0,0,0,18,0,0,9,0,0,0,9
ARUNACHAL PRADESH,2003, HEAD CONSTABLES,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ASSAM,2003, HEAD CONSTABLES,0,2,0,0,0,0,2,0,0,0,0,0,0,0
BIHAR,2003, HEAD CONSTABLES,1,0,3,0,5,0,9,3,0,1,0,7,0,11
CHANDIGARH,2003, HEAD CONSTABLES,0,5,1,0,0,0,6,0,0,2,0,0,0,2
CHHATTISGARH,2003, HEAD CONSTABLES,7,0,0,0,1,0,8,0,0,0,0,4,0,4
DADRA & NAGAR HAVELI,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2003, HEAD CONSTABLES,1,6,9,1,0,0,17,0,0,4,0,0,0,4
GOA,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2003, HEAD CONSTABLES,2,4,0,1,0,0,7,0,0,15,0,0,0,15
HARYANA,2003, HEAD CONSTABLES,2,3,6,0,0,0,11,3,0,5,0,0,0,8
HIMACHAL PRADESH,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JAMMU & KASHMIR,2003, HEAD CONSTABLES,4,1,0,0,11,0,16,2,0,3,0,5,0,10
JHARKHAND,2003, HEAD CONSTABLES,0,2,0,0,1,0,3,0,0,0,0,3,0,3
KARNATAKA,2003, HEAD CONSTABLES,1,13,5,0,0,0,19,4,0,7,0,0,0,11
KERALA,2003, HEAD CONSTABLES,13,75,6,0,0,0,94,0,0,0,0,0,0,0
LAKSHADWEEP,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003, HEAD CONSTABLES,17,40,4,0,0,0,61,0,0,2,1,0,0,3
MAHARASHTRA,2003, HEAD CONSTABLES,15,58,15,2,0,0,90,0,0,12,0,1,0,13
MANIPUR,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NAGALAND,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2003, HEAD CONSTABLES,4,2,0,0,2,0,8,0,0,2,0,0,0,2
PUDUCHERRY,2003, HEAD CONSTABLES,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PUNJAB,2003, HEAD CONSTABLES,2,0,8,0,0,0,10,5,0,30,0,0,0,35
RAJASTHAN,2003, HEAD CONSTABLES,3,0,5,1,0,0,9,2,0,2,0,0,0,4
SIKKIM,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2003, HEAD CONSTABLES,11,5,28,0,0,0,44,1,0,17,0,0,0,18
TRIPURA,2003, HEAD CONSTABLES,0,0,0,0,10,0,10,0,0,0,0,4,0,4
UTTAR PRADESH,2003, HEAD CONSTABLES,5,4,2,3,0,0,14,2,1,10,0,0,0,13
UTTARAKHAND,2003, HEAD CONSTABLES,0,0,0,0,0,0,0,1,0,7,0,0,0,8
WEST BENGAL,2003, HEAD CONSTABLES,1,9,0,0,1,0,11,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003, INSPECTORS,0,2,2,0,0,0,4,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2003, INSPECTORS,0,0,0,0,0,0,0,1,0,0,0,2,0,3
CHANDIGARH,2003, INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
CHHATTISGARH,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DADRA & NAGAR HAVELI,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2003, INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
GOA,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2003, INSPECTORS,0,3,0,0,0,0,3,0,1,0,0,0,0,1
HARYANA,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003, INSPECTORS,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JAMMU & KASHMIR,2003, INSPECTORS,1,0,0,0,2,0,3,1,0,0,0,0,0,1
JHARKHAND,2003, INSPECTORS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
KARNATAKA,2003, INSPECTORS,0,8,1,0,0,0,9,0,0,1,0,0,0,1
KERALA,2003, INSPECTORS,2,21,3,1,0,0,27,0,0,0,0,0,0,0
LAKSHADWEEP,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003, INSPECTORS,4,5,0,0,0,0,9,0,0,0,0,0,0,0
MAHARASHTRA,2003, INSPECTORS,0,22,0,1,0,0,23,0,0,0,0,0,0,0
MANIPUR,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2003, INSPECTORS,0,1,0,1,0,0,2,0,0,0,0,0,0,0
PUDUCHERRY,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,2003, INSPECTORS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
SIKKIM,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2003, INSPECTORS,2,2,2,0,0,0,6,0,0,0,0,0,0,0
TRIPURA,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTTAR PRADESH,2003, INSPECTORS,1,1,0,1,0,0,3,0,0,0,0,0,0,0
UTTARAKHAND,2003, INSPECTORS,0,0,0,0,0,0,0,0,0,1,0,0,0,1
WEST BENGAL,2003, INSPECTORS,0,1,1,1,0,0,3,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003, GAZETTED OFFICERS,0,1,1,0,0,0,2,0,0,0,0,0,0,0
ARUNACHAL PRADESH,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2003, GAZETTED OFFICERS,0,0,1,0,1,0,2,0,0,1,0,0,0,1
CHANDIGARH,2003, GAZETTED OFFICERS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
CHHATTISGARH,2003, GAZETTED OFFICERS,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2003, GAZETTED OFFICERS,0,1,0,0,0,0,1,0,0,0,0,0,0,0
GOA,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2003, GAZETTED OFFICERS,0,1,1,0,0,0,2,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003, GAZETTED OFFICERS,1,0,0,0,2,0,3,0,0,0,0,2,0,2
JHARKHAND,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,2003, GAZETTED OFFICERS,0,2,0,0,0,0,2,0,0,0,0,0,0,0
KERALA,2003, GAZETTED OFFICERS,0,10,0,0,0,0,10,0,0,0,0,0,0,0
LAKSHADWEEP,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003, GAZETTED OFFICERS,5,6,0,0,0,0,11,2,0,0,0,0,0,2
MAHARASHTRA,2003, GAZETTED OFFICERS,0,9,1,0,0,0,10,0,0,0,0,0,0,0
MANIPUR,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2003, GAZETTED OFFICERS,1,0,0,1,0,0,2,0,0,0,0,0,0,0
PUDUCHERRY,2003, GAZETTED OFFICERS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PUNJAB,2003, GAZETTED OFFICERS,0,0,1,0,0,0,1,0,0,1,0,0,0,1
RAJASTHAN,2003, GAZETTED OFFICERS,2,0,0,0,0,0,2,0,0,0,0,0,0,0
SIKKIM,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2003, GAZETTED OFFICERS,0,0,3,0,0,0,3,0,0,2,0,0,0,2
TRIPURA,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTTAR PRADESH,2003, GAZETTED OFFICERS,1,0,1,4,0,0,6,0,0,0,0,0,0,0
UTTARAKHAND,2003, GAZETTED OFFICERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003, GAZETTED OFFICERS,1,3,0,1,0,0,5,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2003, SUB-INSPECTORS,0,6,7,1,3,0,17,0,0,2,0,1,0,3
ARUNACHAL PRADESH,2003, SUB-INSPECTORS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ASSAM,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2003, SUB-INSPECTORS,1,1,1,0,1,0,4,1,0,1,0,3,0,5
CHANDIGARH,2003, SUB-INSPECTORS,0,3,0,0,0,0,3,0,0,1,0,0,0,1
CHHATTISGARH,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2003, SUB-INSPECTORS,1,2,3,0,0,0,6,0,0,1,0,0,0,1
GOA,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2003, SUB-INSPECTORS,0,6,0,0,0,0,6,0,0,0,0,0,0,0
HARYANA,2003, SUB-INSPECTORS,0,2,1,0,0,0,3,1,0,0,0,0,0,1
HIMACHAL PRADESH,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2003, SUB-INSPECTORS,0,2,0,0,2,0,4,0,0,0,0,1,0,1
JHARKHAND,2003, SUB-INSPECTORS,0,4,0,0,2,0,6,0,0,1,1,0,0,2
KARNATAKA,2003, SUB-INSPECTORS,3,12,1,0,0,0,16,0,0,0,0,0,0,0
KERALA,2003, SUB-INSPECTORS,7,46,1,0,0,3,57,0,0,0,0,0,0,0
LAKSHADWEEP,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2003, SUB-INSPECTORS,7,9,2,1,0,0,19,0,0,3,0,0,0,3
MAHARASHTRA,2003, SUB-INSPECTORS,8,35,9,2,0,0,54,0,0,6,0,1,0,7
MANIPUR,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MEGHALAYA,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2003, SUB-INSPECTORS,4,3,5,0,1,0,13,0,0,0,0,1,0,1
PUDUCHERRY,2003, SUB-INSPECTORS,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PUNJAB,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,1,0,0,0,1
RAJASTHAN,2003, SUB-INSPECTORS,0,1,1,0,0,0,2,0,0,0,0,0,0,0
SIKKIM,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TAMIL NADU,2003, SUB-INSPECTORS,8,1,6,0,0,0,15,0,0,5,0,0,0,5
TRIPURA,2003, SUB-INSPECTORS,0,0,0,0,3,0,3,0,0,0,0,0,0,0
UTTAR PRADESH,2003, SUB-INSPECTORS,6,9,0,5,0,0,20,3,0,8,2,0,0,13
UTTARAKHAND,2003, SUB-INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003, SUB-INSPECTORS,1,22,22,9,4,2,60,0,0,5,0,1,0,6
ANDAMAN & NICOBAR ISLANDS,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004, ASSISTANT SUB-INSPECTOS,0,0,12,0,0,0,12,0,0,2,0,0,0,2
ARUNACHAL PRADESH,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2004, ASSISTANT SUB-INSPECTOS,12,0,0,1,0,0,13,1,0,2,0,1,0,4
CHANDIGARH,2004, ASSISTANT SUB-INSPECTOS,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CHHATTISGARH,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,2,0,2,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2004, ASSISTANT SUB-INSPECTOS,2,2,3,0,0,0,7,0,0,0,0,0,0,0
GOA,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004, ASSISTANT SUB-INSPECTOS,0,4,1,0,0,0,5,0,0,11,0,0,0,11
HARYANA,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,5,0,0,0,5
HIMACHAL PRADESH,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2004, ASSISTANT SUB-INSPECTOS,3,0,0,0,4,0,7,0,0,0,0,4,0,4
JHARKHAND,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,2004, ASSISTANT SUB-INSPECTOS,2,4,3,0,0,0,9,3,0,1,0,0,0,4
KERALA,2004, ASSISTANT SUB-INSPECTOS,9,6,1,1,0,0,17,0,0,1,0,0,0,1
LAKSHADWEEP,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2004, ASSISTANT SUB-INSPECTOS,10,0,6,1,0,0,17,0,0,2,0,0,0,2
MAHARASHTRA,2004, ASSISTANT SUB-INSPECTOS,0,5,2,0,2,0,9,0,0,12,0,1,0,13
MANIPUR,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,1,0,0,0,1
MEGHALAYA,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2004, ASSISTANT SUB-INSPECTOS,2,2,0,1,0,0,5,0,0,0,0,0,0,0
PUDUCHERRY,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,2004, ASSISTANT SUB-INSPECTOS,0,1,2,0,0,0,3,3,0,3,2,0,0,8
RAJASTHAN,2004, ASSISTANT SUB-INSPECTOS,5,3,0,0,0,0,8,1,1,2,0,0,0,4
SIKKIM,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2004, ASSISTANT SUB-INSPECTOS,1,1,3,0,0,0,5,0,0,7,0,0,0,7
UTTARAKHAND,2004, ASSISTANT SUB-INSPECTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004, ASSISTANT SUB-INSPECTOS,10,24,8,7,0,0,49,1,0,1,0,0,0,2
ANDAMAN & NICOBAR ISLANDS,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,2,0,0,0,2
ANDHRA PRADESH,2004, CONSTABLES,11,27,57,1,5,1,102,1,0,32,0,6,0,39
ARUNACHAL PRADESH,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2004, CONSTABLES,0,7,0,1,0,0,8,0,0,3,3,1,0,7
BIHAR,2004, CONSTABLES,3,0,4,4,0,0,11,1,4,2,0,2,0,9
CHANDIGARH,2004, CONSTABLES,0,0,5,0,0,0,5,0,0,0,0,0,0,0
CHHATTISGARH,2004, CONSTABLES,2,0,1,0,8,0,11,3,0,4,0,3,1,11
DADRA & NAGAR HAVELI,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2004, CONSTABLES,11,16,21,1,4,0,53,0,0,4,0,0,0,4
GOA,2004, CONSTABLES,0,1,4,0,0,0,5,0,0,0,0,0,0,0
GUJARAT,2004, CONSTABLES,4,23,4,4,0,0,35,0,0,32,2,0,0,34
HARYANA,2004, CONSTABLES,0,0,10,0,0,0,10,2,0,19,0,0,0,21
HIMACHAL PRADESH,2004, CONSTABLES,1,0,0,1,0,0,2,0,0,6,0,0,0,6
JAMMU & KASHMIR,2004, CONSTABLES,44,0,1,0,105,0,150,8,0,4,0,38,0,50
JHARKHAND,2004, CONSTABLES,0,3,0,0,32,0,35,3,0,1,0,18,0,22
KARNATAKA,2004, CONSTABLES,2,50,19,0,0,0,71,3,0,5,0,0,0,8
KERALA,2004, CONSTABLES,84,145,28,3,0,1,261,0,0,1,0,0,0,1
LAKSHADWEEP,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2004, CONSTABLES,33,19,14,2,3,0,71,1,0,20,2,0,0,23
MAHARASHTRA,2004, CONSTABLES,19,84,50,12,9,1,175,1,0,44,1,5,0,51
MANIPUR,2004, CONSTABLES,0,0,0,0,9,0,9,1,0,1,0,7,0,9
MEGHALAYA,2004, CONSTABLES,0,0,0,0,2,0,2,0,0,0,0,1,0,1
MIZORAM,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2004, CONSTABLES,4,5,4,2,2,0,17,0,0,1,0,2,0,3
PUDUCHERRY,2004, CONSTABLES,3,0,0,0,0,0,3,0,0,0,0,0,0,0
PUNJAB,2004, CONSTABLES,0,5,12,0,0,0,17,22,0,38,0,0,0,60
RAJASTHAN,2004, CONSTABLES,29,67,32,0,0,0,128,2,0,32,0,0,0,34
SIKKIM,2004, CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004, CONSTABLES,2,10,66,0,0,0,78,0,0,21,1,0,0,22
TRIPURA,2004, CONSTABLES,0,1,0,0,2,0,3,0,1,2,0,7,0,10
UTTAR PRADESH,2004, CONSTABLES,12,42,19,7,4,0,84,15,0,47,8,7,3,80
UTTARAKHAND,2004, CONSTABLES,0,0,8,0,0,0,8,0,0,3,0,0,0,3
WEST BENGAL,2004, CONSTABLES,15,69,51,11,0,0,146,2,0,11,0,0,0,13
ANDAMAN & NICOBAR ISLANDS,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ANDHRA PRADESH,2004, HEAD CONSTABLES,8,12,23,1,1,0,45,0,0,15,0,1,0,16
ARUNACHAL PRADESH,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2004, HEAD CONSTABLES,0,0,0,0,2,0,2,0,0,0,0,0,0,0
BIHAR,2004, HEAD CONSTABLES,1,0,4,1,0,0,6,0,1,1,0,0,0,2
CHANDIGARH,2004, HEAD CONSTABLES,0,0,2,0,0,0,2,0,0,2,0,0,0,2
CHHATTISGARH,2004, HEAD CONSTABLES,0,0,0,0,1,0,1,0,0,3,0,2,0,5
DADRA & NAGAR HAVELI,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,2004, HEAD CONSTABLES,3,3,6,0,0,0,12,0,0,3,0,0,0,3
GOA,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,2004, HEAD CONSTABLES,0,3,1,0,0,0,4,0,0,13,0,0,0,13
HARYANA,2004, HEAD CONSTABLES,0,0,3,0,0,0,3,0,0,11,0,0,0,11
HIMACHAL PRADESH,2004, HEAD CONSTABLES,1,0,0,0,0,0,1,0,0,2,0,0,0,2
JAMMU & KASHMIR,2004, HEAD CONSTABLES,3,0,1,0,16,0,20,1,0,1,0,5,0,7
JHARKHAND,2004, HEAD CONSTABLES,0,0,0,0,4,0,4,0,0,0,0,5,0,5
KARNATAKA,2004, HEAD CONSTABLES,2,11,11,0,0,0,24,6,0,4,0,0,0,10
KERALA,2004, HEAD CONSTABLES,11,19,1,0,0,1,32,0,0,0,0,0,0,0
LAKSHADWEEP,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,2004, HEAD CONSTABLES,7,5,4,0,0,0,16,1,0,3,1,0,0,5
MAHARASHTRA,2004, HEAD CONSTABLES,5,33,8,2,3,0,51,0,0,19,0,0,0,19
MANIPUR,2004, HEAD CONSTABLES,1,0,0,0,0,0,1,0,0,0,0,5,0,5
MEGHALAYA,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,2004, HEAD CONSTABLES,0,2,1,2,0,0,5,0,0,3,0,0,0,3
PUDUCHERRY,2004, HEAD CONSTABLES,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PUNJAB,2004, HEAD CONSTABLES,0,4,6,0,0,0,10,6,0,15,1,0,0,22
RAJASTHAN,2004, HEAD CONSTABLES,3,3,4,0,0,0,10,1,0,5,0,0,0,6
SIKKIM,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,2004, HEAD CONSTABLES,2,9,51,0,0,0,62,1,0,16,1,0,0,18
TRIPURA,2004, HEAD CONSTABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,2004, HEAD CONSTABLES,0,7,1,2,1,0,11,1,0,16,0,0,4,21
UTTARAKHAND,2004, HEAD CONSTABLES,0,0,1,0,0,0,1,0,0,3,0,0,0,3
WEST BENGAL,2004, HEAD CONSTABLES,2,6,6,1,0,0,15,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,2004, INSPECTORS,1,4,4,1,0,0,10,0,0,1,0,0,0,1
ARUNACHAL PRADESH,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2004, INSPECTORS,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CHANDIGARH,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,2004, INSPECTORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
